,textID,text,selected_text,sentiment
2227,a1ca634afc, 1000 = make sure it has the word poo or balls in it  Underbelly DOES suck balls... I gave up on it in wk 3.,.. I gave up on it,negative
2230,9d5407420e,Needs a job BADLY!!!,BADLY!!,negative
2239,73e592eef0,I REALLY  should have gone to the Chiropractor this week . . And today  my neck hurts so bad,k hurts,negative
2247,c390bbe5c9,"The time in Germany went by too fast, only 2 days left   Hopefully I will move here soon.",Hopefully I will move here soon,positive
2273,a1ee6e27ae,#twpp ..still nw in trending topics..,still nw in trending topics..,neutral
2279,beebadac85,"  and Em, my baby, starts kindergarten.  What a crazy summer it`s going to be.",.  What a crazy summer it`s going to,positive
2286,1871cab8f0, You`re right....I`m 29 and  I`ve heard the song a time or two,You`re right.,positive
2288,e92751610f,   People are cruel sometimes.  I can`t imagine being a Star.,People are cruel sometime,negative
2298,b7e6d162e8,kinda has a headache...,headache..,negative
2323,59baf4230b,I feel slightly sick now  #BGT,sick no,negative
2324,9ca53f2fb2,"Okay, the man with the hook for a hand is kinda freaking me out right now.",is kinda freaking me out ri,negative
2335,d16a599d1d, oh no fair.... thats in 9 hours,no fair.,negative
2343,b494ffe4b4,Mother`s Day has been good for me,has been good fo,positive
2359,3ff8124f70,  and what did i do to u kk thanks,k thanks,positive
2364,a4596fe6f9," wow 41,000 now....your really kickin` Carey`s butt with this competition! See you both very soon!",.your really kickin` Carey`s butt with this competition!,positive
2371,300ee64c61," Welcome to Glasgow Felix, sorry I cant be there tonight",", sorry I cant be there tonight",negative
2385,13d0be3942,Must be time of month: Watering eyes AGAIN!: http://tinyurl.com/cuwj2b (speciaal voor : zo vind ik ze wï¿½l leuk!  ),st be time of month: Watering eyes AGAIN!:,neutral
2388,527877de07,VERY upset....  Mom is in the hospital,upset..,negative
2392,f530f15848,I love all my friends      and drew were fun tonight,I love all my friends      and drew were fun toni,positive
2398,983dfecd25,gonna do laundry....never did laundry @ a hotel before.....I miss you R.....even though you ignore me and don even check on me....,I miss you R.....,negative
2401,086ea05de7, thanks for the ok ...hope we can tweet more down the road,.hope,positive
2404,4e5ef2faa8, We Agree!! You guy rock,y rock,positive
2410,93756375f7,frame damage... car could be totalled,damage..,negative
2415,9b2f24abcf,wants her boo  btw love fhnixon`s posts hilarious!!!!,hilarious!,positive
2421,6bfd4874e7, Ow. Okay.  It`s good you`re better now.,s good,positive
2426,ec476224c3, bacoor  wahaha may wifi toinks new hair wiih short.. short.. http://plurk.com/p/sveoi,bacoor  wahaha may wifi toinks new hair wiih short.. short,neutral
2430,f804ea3526, No but I just checked and got it LOL. You are ok! I went live for a few minutes and everything is fine.,t LOL. You are ok!,positive
2438,f247dfd74f, Seeing my friends and doing coursework  I have the weekend off work so I am happy!,m happy,positive
2439,ca57f1f9bb, ha! I know..I`m very ashamed.,.I`m very ashamed.,negative
2440,4c114b964d," I`m all out of life preservers, sorry   But if it`s any consolation, you`re in for something really special tomorrow.","sorry   But if it`s any consolation, you`re in for something really special tomorro",neutral
2444,62bf1999ab," Yeah, Sabrina..though I keep thinking it`s something else.  Cary Grant ain`t too shabby either. Bringing up Baby",o shabby,negative
2445,b8a74f424b," #TFARP *takes a moment to translate, then nods* You`re quite welcome.  Also, dear, it`s probably best if you stay here again-",`s probably best,positive
2448,1760ca7893,this goes out to the one n only smirker   cheers dave!  aka jak  aka the best chest ever! ? http://blip.fm/~5jjcc,the be,positive
2466,4cfb203834,just finished  Emergency - by Neil Strauss - another great read Neil - congrats   miss you by the way!,just finished  Emergency - by Neil Strauss - another great read Neil - congrats   miss you by the way,neutral
2469,2143ed1be2, Bad times for everyone  Whywhywhy do we have to write essays  No fair!,Bad times for everyone  Whywhywhy do we have to write essays  No fair,negative
2470,03bab4f229," i think in the end, remembering the poetry and feeling behind something is far more important than the name.",e important,positive
2478,2736c303b4,"finally friday , but still grounded till next thursday    -- stereos = life <333",-- stereos = life <33,positive
2489,564abc387f," how fun!! I like the beach, but I tend to get really dark fast.","! I like the beach,",positive
2499,e45abf6e61, http://twitpic.com/4t4jv - No joke my puppy Maddie looks EXACTLY like  Maui!!!  she`s so cute!!,so cut,positive
2505,68f79be259, Right here! Army Wife in Germany! I can`t STAND that I cannot be there this summer!,! I can`t STAND that I cannot be there this summer!,negative
2515,2fbb56c292,_and_jay hi!  **** your job!,and_jay hi!  **** your job!,negative
2520,29ffd15818," she`s in LA, wanting sun today... but apparently LA isn`t cooperating",A isn`t cooperating,negative
2559,852d0f895c,i don`t know what to do... time is going by so fast.,i don`t know what to do..,negative
2569,7ed78468fa, Momentum works!  But Jeff will have a hard time from 42nd.,But Jeff will have a hard time from 42nd,negative
2570,8632fecf99, looks like  is hiding money in an offshore bank account on behalf of last.fm   http://bit.ly/CeT0s,looks like  is hiding money in an offshore bank account on behalf of last.fm   http://bit.ly/CeT0,neutral
2574,e256f4abbd, aww  but typing from beyond the grave...impressive,..impressive,positive
2576,6dd3441420,  caught me at lunch today... you were correct of he stalking me,. you were correct,positive
2578,ccbfe16adf, I could do with another one now myself. was back to work on Monday after being off for 7 weeks  not good.,not good,negative
2589,c2112e0f01, i am so jealous!!,jealous!,negative
2598,95593ecedb," Cool Sound!! Luv 'Drama', 'Love Game' doesn`t work on ur myspace...    Wish Good Luck!! XoXo from Spain",ish Go,positive
2600,a0a8bb5ad1," are you kidding me?! that looks incredible!!! Lay out and swim a lot for me, stuck in the cold NYC",! that looks incredible!!!,positive
2625,837956c3d7, Right now it is 5:07am.  Ugghhh.,Ugghhh,negative
2626,f8ce4ba6de,nice weather..looks like its going to rain here in # Delhi.,nice weather..,positive
2640,d3120710c4,"_R Drive-in!? srsly!? *jealous*  I have never ever been to one.  there is one down the rd, but it`s no longer operational :|",jealous*,negative
2643,74fa55b2ad,"I feel bad over everything..  How can I be so stupid? Why was I so harsh? Its my fault, I know it. I`m sorry SaVvy, love you guys<3",feel bad ov,negative
2650,39c477c98e,can`t believe the weekend is over already!  Where does the time go?  Had a nice day with the fam. today.  Mum had a good day too.,a goo,positive
2671,65a48787a4,HollowbabesHere comes the utter shite #bgt <I completely agree,Here comes the utter shite,negative
2679,0648056717, Keep the suggestions coming...I love the classics!,g...I love the classics!,positive
2696,6bd4a0b146,Heading home from Sacramento.  Will continue writing the WIndows Server 2008 R2 Unleashed book over the weekend.  Sigh  #windows,Heading home from Sacramento.  Will continue writing the WIndows Server 2008 R2 Unleashed book over the weekend.  Sigh  #window,neutral
2699,2ebb6270b5, Yucky!  Time to bring out the vaccuum and go to War. Our house is always a spider haven for some reason. Not cool.,. Not cool.,negative
2706,23519c6777, I`m not feeling very inspired today...I was suppose to be @ the B`ham concert tonight!,I`m not feeling very inspired today..,negative
2716,7e785e48c9, good tip..... but then my boss would read .... exactly what im supposed to do and would know where I was with the project,good tip.,positive
2718,6c796fad21,on my way to work! working sucks big time,working sucks bi,negative
2731,8f29848b65," oh! Yeah,your mom told be about that.  I thought you meant his twitter ID & I was very confused. That sucks. Sick.",t sucks,negative
2743,6d25cf7750, aw honey... you just relaxin? That`s probably for the best.,aw honey.,positive
2749,9055095298,ready for the weekend and sad that I have to be at the office again tomorrow morning,sad th,negative
2750,6d7cbe3da9,  I`m @ work and missed everythin yesterday but don`t know wot? Anybody,d missed everythin,negative
2785,cf9cdcdf32, well that does make me feel better about staying up even later to watch the daily show.   lay on the guilt again.,well that does make me feel better about staying up even later to watch the daily show.   lay on the guilt agai,neutral
2787,acfbac049f,"   Sure!  My entire blogroll is terribly updated, but this could motivate me to update and redo it!",uld motiva,positive
2789,f1412f1467,I`m really nervous about giving a speech at a wedding tomorrow,I`m really nervous ab,negative
2790,59b1b05b1f," nm. dang, you on NOW but i gotta bounce in like 4 minutes  i`m just chilling. the usual.",i`m just chilling,positive
2805,2bb7bda383, Can you please  with that? I`d love some egg +bacon +ranch +bed for giving birth 3 times in 4 years!,t? I`d love,positive
2809,d1c734c2c4,   ...Thank you Mr. President!....,...Thank you Mr. President!.,positive
2825,8d6fb4185c,"it`s you and me forever ?, it`s you and me right now   flywithmeobsessive. Im crying",m crying,negative
2832,42a4413514,  aaaawww  would u like an alcoholic beverage of your choice?,aaaawww  would u like an alcoholic beverage of your choice,neutral
2838,2f74ecb5d8, didn`t have my camera with me  totally regretting it now!,y regretting,negative
2856,57b8518fa1, lol awww lol i will i can`t do it now lol cauz i have to work  but i will make one and tell you love you 2 oxoxoteambreezy,d tell you love you 2 oxoxoteambreezy,positive
2888,fb0e1b0b5d, Philly hasn`t played it yet!!!  You have to do something about that!! Please,! Please,positive
2898,ab65c6b83f," TAYLOR! are you back in Nashville now..or LA? well, how was your trip? did ya have fun? love ya girly!",? did ya have fun? love ya girly!,positive
2903,447733f192, the no tweeting guilt trip didn`t stop you huh?  I felt so bad!,o bad,negative
2923,5acdda01f7,"Entered house searching mode yesterday... we need to find an apartment in Dï¿½sseldorf until the end of August, this one was temporary...","Entered house searching mode yesterday... we need to find an apartment in Dï¿½sseldorf until the end of August, this one was temporary..",neutral
2925,dad0c9a456,So much to tell-Only blip is her immune system hasn`t recovered-not yet a newborns. Give it 6 more months.  But that`s nothing.,hasn`t recovered-n,negative
2931,b1e3728694,  I hope when you`re calling this the shitshow you mean that in a good way. because this will be fun.,e when you`re calling this the shitshow you mean that in a good way. because this will be fun.,neutral
2933,b333707153,also. proof number #2923848932 that I have no life - I have an imaginary boyfriend named Vince. It`s sad that my friends encourage me so.,sad th,negative
2942,21deaed5d9," woop rehearsing songs  Yep, sounds even enough to me",", sounds even enough to me",positive
2957,e2c9efe517,Sick......and no it`s not the swine flu atleast I hope not,Sick..,negative
2961,25efb02546, i want to comment but don`t understand what you`re saying,t don`t understand,negative
2986,c086643272,  sounds like a challenge then  I can see it would be useful to be able explicitly  schedule threads...,be usefu,positive
2995,0f3d01cda7,Hmmm...strained my back  Hope it`s better tomorrow morning..,strained my back  Hope it`s better tomorrow morning..,neutral
3019,3ade80fe74,"may gray, coldplay, and nice showers...work at 2",nice showers...,positive
3034,8472323928,no so sad about that  i`m from MALTA have you heard about it ?,so sad ab,negative
3036,a1f6095799,  Enjoy...wish I was there! Nice day in Springfield today..however I have my end of month expense report to do,Enjoy...wish I was there! Nice day in Springfield today,positive
3037,5530ce872f, oh no!  i`m sorry. at least you`ll still be able to buy regular tickets and not worry about limits?,oh no!  i`m sorry,negative
3068,e1c7737131,It`s STILL not working!! Why not!! This is FRUSTRATING!!!,FRUSTRATING!!,negative
